name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
BTC,2013-05-31,1,128.8,129.9,126.4,129.0,0.0,1447870200.0,0.7429,3.5
BTC,2013-06-01,1,128.82,129.78,127.2,129.3,0.0,1451916165.0,0.8140000000000001,2.58
BTC,2013-06-02,1,129.3,129.4,115.05,122.29,0.0,1373837500.0,0.5045,14.35
BTC,2013-06-03,1,122.5,122.5,116.0,122.22,0.0,1373708058.0,0.9569,6.5
BTC,2013-06-04,1,120.74,123.84,119.1,121.42,0.0,1365337545.0,0.4895,4.74
BTC,2013-06-05,1,121.4,123.47,119.9,121.65,0.0,1368486469.0,0.4902,3.57
BTC,2013-06-06,1,121.9,123.1,117.25,118.0,0.0,1327960200.0,0.1282,5.85
BTC,2013-06-07,1,118.97,119.0,106.42,111.5,0.0,1255258638.0,0.4038,12.58
BTC,2013-06-08,1,111.0,111.42,107.3,108.3,0.0,1219717920.0,0.2427,4.12
BTC,2013-06-09,1,107.89,108.99,88.5,100.0,0.0,1126642500.0,0.5612,20.49
BTC,2013-06-10,1,100.44,110.1,95.0,106.35,0.0,1198638945.0,0.7517,15.1
BTC,2013-06-11,1,106.35,109.6,104.0,108.9,0.0,1227874725.0,0.875,5.6
BTC,2013-06-12,1,109.0,111.79,106.73,108.15,0.0,1219969853.0,0.2806,5.06
BTC,2013-06-13,1,108.78,110.3,100.53,104.0,0.0,1173637400.0,0.3552,9.77
BTC,2013-06-14,1,103.95,104.7,98.0,99.98,0.0,1128709292.0,0.2955,6.7
BTC,2013-06-15,1,100.0,103.7,98.0,99.99,0.0,1129245604.0,0.3491,5.7
BTC,2013-06-16,1,99.8,101.6,98.95,99.51,0.0,1124306272.0,0.2113,2.65
BTC,2013-06-17,1,99.9,102.21,99.0,101.7,0.0,1149418485.0,0.8411,3.21
BTC,2013-06-18,1,101.95,111.11,101.03,107.4,0.0,1214216070.0,0.6319,10.08
BTC,2013-06-19,1,107.05,110.22,105.75,108.25,0.0,1224193838.0,0.5593,4.47
BTC,2013-06-20,1,108.25,114.3,107.5,110.15,0.0,1246104920.0,0.3897,6.8
BTC,2013-06-21,1,111.29,114.99,107.68,109.5,0.0,1239214238.0,0.249,7.31
BTC,2013-06-22,1,109.5,109.96,107.51,108.3,0.0,1226110328.0,0.3224,2.45
BTC,2013-06-23,1,108.2,108.8,106.23,107.6,0.0,1218626490.0,0.5331,2.57
BTC,2013-06-24,1,107.9,108.33,100.98,102.74,0.0,1163935726.0,0.2395,7.35
BTC,2013-06-25,1,102.09,106.47,101.01,103.95,0.0,1178086140.0,0.5385,5.46
BTC,2013-06-26,1,103.33,105.49,102.79,104.0,0.0,1179105200.0,0.4481,2.7
BTC,2013-06-27,1,104.0,104.0,101.1,101.44,0.0,1150468023.0,0.1172,2.9
BTC,2013-06-28,1,101.74,101.74,92.33,94.65,0.0,1073887457.0,0.2465,9.41
BTC,2013-06-29,1,94.66,99.99,93.0,94.99,0.0,1078198524.0,0.2847,6.99
BTC,2013-06-30,1,95.0,98.12,94.22,96.61,0.0,1096957771.0,0.6128,3.9
BTC,2013-07-01,1,97.51,97.66,86.3,88.05,0.0,1000065296.0,0.154,11.36
BTC,2013-07-02,1,88.05,92.3,87.51,90.13,0.0,1024082228.0,0.547,4.79
BTC,2013-07-03,1,90.4,90.98,76.98,77.53,0.0,881233116.0,0.0393,14.0
BTC,2013-07-04,1,78.89,83.11,72.0,80.53,0.0,915618609.0,0.7678,11.11
BTC,2013-07-05,1,79.99,80.0,65.53,68.43,0.0,778411179.0,0.2004,14.47
BTC,2013-07-06,1,68.5,75.0,66.82,70.28,0.0,799741619.0,0.423,8.18
BTC,2013-07-07,1,68.75,74.56,66.62,74.56,0.0,848838979.0,1.0,7.94
BTC,2013-07-08,1,76.5,80.0,72.6,76.52,0.0,871457940.0,0.5297,7.4
BTC,2013-07-09,1,76.0,78.3,72.52,76.69,0.0,873841849.0,0.7215,5.78
BTC,2013-07-10,1,76.72,87.0,76.2,86.76,0.0,988957719.0,0.9778,10.8
BTC,2013-07-11,1,88.0,90.28,85.08,88.98,0.0,1014650063.0,0.75,5.2
BTC,2013-07-12,1,88.98,104.0,88.17,93.59,0.0,1067634684.0,0.3424,15.83
BTC,2013-07-13,1,93.99,98.25,88.06,98.13,0.0,1119796120.0,0.9882,10.19
BTC,2013-07-14,1,98.7,98.7,92.86,94.69,0.0,1080917760.0,0.3134,5.84
BTC,2013-07-15,1,93.61,101.9,93.11,98.4,0.0,1123658944.0,0.6018,8.79
BTC,2013-07-16,1,98.89,99.86,96.14,97.45,0.0,1113217032.0,0.3522,3.72
BTC,2013-07-17,1,96.71,99.97,96.18,98.5,0.0,1125658000.0,0.6121,3.79
BTC,2013-07-18,1,98.5,98.8,86.2,90.58,0.0,1035512825.0,0.3476,12.6
BTC,2013-07-19,1,90.07,95.2,87.8,92.17,0.0,1054083771.0,0.5905,7.4
BTC,2013-07-20,1,92.0,93.1,89.27,89.39,0.0,1022707665.0,0.0313,3.83
BTC,2013-07-21,1,89.82,91.95,88.0,90.76,0.0,1038798980.0,0.6987,3.95
BTC,2013-07-22,1,92.0,92.0,90.08,91.61,0.0,1048939081.0,0.7969,1.92
BTC,2013-07-23,1,91.6,96.82,91.6,95.56,0.0,1094484058.0,0.7586,5.22
BTC,2013-07-24,1,95.56,95.99,93.0,94.51,0.0,1082848325.0,0.505,2.99
BTC,2013-07-25,1,94.5,97.33,93.87,96.9,0.0,1110587858.0,0.8757,3.46
BTC,2013-07-26,1,96.95,97.47,96.0,96.02,0.0,1100902800.0,0.0136,1.47
BTC,2013-07-27,1,96.02,97.0,93.0,94.12,0.0,1079491697.0,0.28,4.0
BTC,2013-07-28,1,94.4,100.58,94.0,99.76,0.0,1144602838.0,0.8754,6.58
BTC,2013-07-29,1,98.6,102.5,98.46,101.2,0.0,1161619140.0,0.6782,4.04
BTC,2013-07-30,1,101.49,107.99,100.47,107.99,0.0,1240092366.0,1.0,7.52
BTC,2013-07-31,1,107.95,111.34,103.88,106.09,0.0,1218777834.0,0.2962,7.46
BTC,2013-08-01,1,106.21,108.0,103.01,104.0,0.0,1195225200.0,0.1984,4.99
BTC,2013-08-02,1,104.86,108.0,101.21,104.5,0.0,1201487185.0,0.4845,6.79
BTC,2013-08-03,1,104.5,105.78,102.0,104.0,0.0,1196226508.0,0.5291,3.78
BTC,2013-08-04,1,104.95,105.95,103.52,105.14,0.0,1209797378.0,0.6667,2.43
BTC,2013-08-05,1,105.12,107.77,105.0,106.22,0.0,1222677176.0,0.4404,2.77
BTC,2013-08-06,1,106.72,107.38,105.56,106.75,0.0,1229098150.0,0.6538,1.82
BTC,2013-08-07,1,106.75,106.75,106.75,106.75,0.0,1229098150.0,0.0,0.0
BTC,2013-08-08,1,106.75,106.75,101.26,103.0,0.0,1187105900.0,0.3169,5.49
BTC,2013-08-09,1,103.07,105.75,101.93,102.8,0.0,1185307130.0,0.2277,3.82
BTC,2013-08-10,1,102.8,103.9,102.41,103.0,0.0,1188153925.0,0.396,1.49
BTC,2013-08-11,1,103.0,105.19,102.75,105.0,0.0,1211789250.0,0.9221,2.44
BTC,2013-08-12,1,105.0,108.0,103.5,106.64,0.0,1231248581.0,0.6978,4.5
BTC,2013-08-13,1,106.99,109.35,104.65,109.0,0.0,1259042650.0,0.9255,4.7
BTC,2013-08-14,1,109.56,115.0,108.0,112.56,0.0,1300656724.0,0.6514,7.0
BTC,2013-08-15,1,112.56,113.25,109.0,109.99,0.0,1271404657.0,0.2329,4.25
BTC,2013-08-16,1,110.0,112.3,108.52,108.99,0.0,1260352119.0,0.1243,3.78
BTC,2013-08-17,1,108.99,113.75,108.22,113.5,0.0,1312996375.0,0.9548,5.53
BTC,2013-08-18,1,112.75,114.69,112.0,113.5,0.0,1313544013.0,0.5576,2.69
BTC,2013-08-19,1,113.38,123.06,111.77,119.0,0.0,1377725475.0,0.6404,11.29
BTC,2013-08-20,1,119.0,123.01,117.51,121.21,0.0,1403829641.0,0.6727,5.5
BTC,2013-08-21,1,121.21,124.91,119.68,123.3,0.0,1428698678.0,0.6922,5.23
BTC,2013-08-22,1,123.3,123.5,120.6,121.15,0.0,1404437433.0,0.1897,2.9
BTC,2013-08-23,1,122.0,122.0,118.44,118.5,0.0,1374309422.0,0.0169,3.56
BTC,2013-08-24,1,118.51,121.39,118.02,120.04,0.0,1392768092.0,0.5994,3.37
BTC,2013-08-25,1,119.6,122.99,119.17,122.11,0.0,1417198897.0,0.7696,3.82
BTC,2013-08-26,1,122.11,122.75,119.93,120.06,0.0,1393847159.0,0.0461,2.82
BTC,2013-08-27,1,120.07,127.24,120.07,126.5,0.0,1469193138.0,0.8968,7.17
BTC,2013-08-28,1,126.48,127.32,122.62,122.62,0.0,1424675798.0,0.0,4.7
BTC,2013-08-29,1,122.62,123.7,122.21,122.39,0.0,1422584866.0,0.1208,1.49
BTC,2013-08-30,1,122.35,135.75,120.99,133.49,0.0,1552288465.0,0.8469,14.76
BTC,2013-08-31,1,133.09,140.89,132.72,135.35,0.0,1574672051.0,0.3219,8.17
BTC,2013-09-01,1,135.14,145.81,134.81,138.34,0.0,1610215347.0,0.3209,11.0
BTC,2013-09-02,1,138.63,146.5,134.89,135.85,0.0,1581969854.0,0.0827,11.61
BTC,2013-09-03,1,135.61,138.34,133.0,136.77,0.0,1593346565.0,0.706,5.34
BTC,2013-09-04,1,136.53,144.5,123.61,126.74,0.0,1477012118.0,0.1498,20.89
BTC,2013-09-05,1,126.76,131.44,121.83,126.43,0.0,1473965191.0,0.4787,9.61
BTC,2013-09-06,1,126.49,127.34,119.15,119.15,0.0,1389646450.0,0.0,8.19
BTC,2013-09-07,1,118.89,125.94,118.46,124.15,0.0,1448411494.0,0.7607,7.48
BTC,2013-09-08,1,124.13,124.72,120.49,121.66,0.0,1419836072.0,0.2766,4.23
BTC,2013-09-09,1,121.86,129.06,119.75,127.11,0.0,1484085516.0,0.7905,9.31
BTC,2013-09-10,1,127.27,129.74,125.9,125.91,0.0,1470679164.0,0.0026,3.84
BTC,2013-09-11,1,125.89,137.83,123.27,135.25,0.0,1580450350.0,0.8228,14.56
BTC,2013-09-12,1,135.55,136.08,131.81,133.13,0.0,1556386219.0,0.3091,4.27
BTC,2013-09-13,1,132.83,137.58,132.27,134.98,0.0,1578699084.0,0.5104,5.31
BTC,2013-09-14,1,135.01,135.85,128.87,129.22,0.0,1512038756.0,0.0501,6.98
BTC,2013-09-15,1,129.4,131.44,128.26,130.37,0.0,1526085146.0,0.6635,3.18
BTC,2013-09-16,1,130.86,132.72,129.77,131.72,0.0,1542395098.0,0.6609999999999999,2.95
BTC,2013-09-17,1,131.59,132.76,124.89,131.66,0.0,1542278406.0,0.8602,7.87
BTC,2013-09-18,1,131.71,133.2,130.54,131.47,0.0,1540598328.0,0.3496,2.66
BTC,2013-09-19,1,131.37,131.77,128.45,129.65,0.0,1519883709.0,0.3614,3.32
BTC,2013-09-20,1,129.7,135.62,126.68,127.04,0.0,1489921944.0,0.0403,8.94
BTC,2013-09-21,1,126.95,128.61,126.24,127.43,0.0,1495101147.0,0.5021,2.37
BTC,2013-09-22,1,127.87,133.94,126.59,129.12,0.0,1515584736.0,0.3442,7.35
BTC,2013-09-23,1,128.98,132.73,125.66,125.95,0.0,1479037148.0,0.040999999999999995,7.07
BTC,2013-09-24,1,126.05,127.46,125.39,127.25,0.0,1494974356.0,0.8986,2.07
BTC,2013-09-25,1,127.38,129.69,127.33,128.22,0.0,1507033770.0,0.3771,2.36
BTC,2013-09-26,1,128.21,134.93,127.32,128.38,0.0,1509434269.0,0.1393,7.61
BTC,2013-09-27,1,128.94,134.74,128.49,133.78,0.0,1573520360.0,0.8464,6.25
BTC,2013-09-28,1,133.77,135.63,132.56,134.78,0.0,1585878762.0,0.7231,3.07
BTC,2013-09-29,1,134.9,140.61,134.71,137.34,0.0,1616584505.0,0.4458,5.9
BTC,2013-09-30,1,137.15,138.35,130.27,133.0,0.0,1566038425.0,0.3379,8.08
BTC,2013-10-01,1,132.68,134.63,131.55,132.18,0.0,1557001092.0,0.2045,3.08
BTC,2013-10-02,1,132.05,133.59,102.25,114.13,0.0,1344930746.0,0.3791,31.34
BTC,2013-10-03,1,114.45,123.63,111.82,123.63,0.0,1457492615.0,1.0,11.81
BTC,2013-10-04,1,123.41,130.09,123.41,129.01,0.0,1521498787.0,0.8383,6.68
BTC,2013-10-05,1,128.63,130.44,128.03,128.55,0.0,1516777519.0,0.2158,2.41
BTC,2013-10-06,1,128.36,129.66,126.15,129.0,0.0,1522686975.0,0.812,3.51
BTC,2013-10-07,1,129.43,130.27,126.36,126.94,0.0,1498859918.0,0.1483,3.91
BTC,2013-10-08,1,126.74,127.47,124.71,126.0,0.0,1488277350.0,0.4674,2.76
BTC,2013-10-09,1,125.85,131.75,125.58,130.69,0.0,1544249376.0,0.8282,6.17
BTC,2013-10-10,1,130.67,131.5,129.26,130.59,0.0,1543701125.0,0.5938,2.24
BTC,2013-10-11,1,130.75,131.81,129.64,130.9,0.0,1547971040.0,0.5806,2.17
BTC,2013-10-12,1,130.9,135.66,130.56,135.19,0.0,1599426131.0,0.9078,5.1
BTC,2013-10-13,1,135.19,138.66,134.55,138.13,0.0,1634968839.0,0.871,4.11
BTC,2013-10-14,1,139.27,144.12,138.9,140.52,0.0,1664129178.0,0.3103,5.22
BTC,2013-10-15,1,140.77,145.39,139.13,145.24,0.0,1720981439.0,0.976,6.26
BTC,2013-10-16,1,145.65,152.23,142.43,142.55,0.0,1689851848.0,0.0122,9.8
BTC,2013-10-17,1,142.41,147.42,142.41,146.25,0.0,1734327563.0,0.7665,5.01
BTC,2013-10-18,1,146.37,155.96,145.57,155.96,0.0,1850219763.0,1.0,10.39
BTC,2013-10-19,1,155.91,177.48,155.7,172.42,0.0,2046457291.0,0.7677,21.78
BTC,2013-10-20,1,171.66,174.91,168.95,174.61,0.0,2073319140.0,0.9497,5.96
BTC,2013-10-21,1,174.8,184.82,174.8,182.21,0.0,2164518143.0,0.7395,10.02
BTC,2013-10-22,1,182.65,196.27,182.65,193.76,0.0,2302910260.0,0.8157,13.62
BTC,2013-10-23,1,193.36,213.62,192.38,213.62,0.0,2540139399.0,1.0,21.24
BTC,2013-10-24,1,214.3,217.42,168.52,198.23,0.0,2358198593.0,0.6076,48.9
BTC,2013-10-25,1,197.69,198.87,168.5,186.69,0.0,2222012384.0,0.5989,30.37
BTC,2013-10-26,1,187.45,188.41,175.75,177.32,0.0,2111296044.0,0.124,12.66
BTC,2013-10-27,1,176.6,196.44,176.6,196.44,0.0,2339831217.0,1.0,19.84
BTC,2013-10-28,1,196.21,198.62,192.06,198.55,0.0,2365837416.0,0.9893,6.56
BTC,2013-10-29,1,198.55,204.79,198.55,204.39,0.0,2436241934.0,0.9359,6.24
BTC,2013-10-30,1,204.39,209.16,199.97,199.97,0.0,2384492273.0,0.0,9.19
BTC,2013-10-31,1,199.83,205.18,198.85,204.0,0.0,2433658800.0,0.8136,6.33
BTC,2013-11-01,1,203.9,206.65,202.13,206.18,0.0,2460742837.0,0.8959999999999999,4.52
BTC,2013-11-02,1,205.81,207.76,201.65,206.22,0.0,2462261645.0,0.748,6.11
BTC,2013-11-03,1,205.99,215.05,203.99,215.05,0.0,2568713111.0,1.0,11.06
BTC,2013-11-04,1,214.66,231.01,213.94,229.1,0.0,2737659088.0,0.8881,17.07
BTC,2013-11-05,1,229.21,250.66,226.22,245.24,0.0,2931598960.0,0.7782,24.44
BTC,2013-11-06,1,244.78,263.0,244.78,262.5,0.0,3138994688.0,0.9726,18.22
BTC,2013-11-07,1,261.68,304.17,261.55,296.41,0.0,3545560087.0,0.8179,42.62
BTC,2013-11-08,1,297.85,338.66,296.93,338.11,0.0,4045494603.0,0.9868,41.73
BTC,2013-11-09,1,338.58,370.82,319.71,339.11,0.0,4058705857.0,0.3796,51.11
BTC,2013-11-10,1,348.82,350.7,277.24,326.62,0.0,3910613095.0,0.6722,73.46
BTC,2013-11-11,1,325.41,351.27,311.78,342.44,0.0,4101635027.0,0.7764,39.49
BTC,2013-11-12,1,343.06,362.81,342.8,360.33,0.0,4317726291.0,0.8761,20.01
BTC,2013-11-13,1,360.97,414.05,359.8,407.37,0.0,4883103453.0,0.8769,54.25
BTC,2013-11-14,1,406.41,425.9,395.19,420.2,0.0,5038817795.0,0.8144,30.71
BTC,2013-11-15,1,419.41,437.89,396.11,417.95,0.0,5013561020.0,0.5227,41.78
BTC,2013-11-16,1,417.28,450.26,415.57,440.22,0.0,5282849105.0,0.7106,34.69
BTC,2013-11-17,1,440.96,500.58,440.24,492.11,0.0,5907842064.0,0.8596,60.34
BTC,2013-11-18,1,496.58,703.78,494.94,703.56,0.0,8449069629.0,0.9989,208.84
BTC,2013-11-19,1,712.76,806.11,456.39,584.61,0.0,7022949161.0,0.3666,349.72
BTC,2013-11-20,1,577.98,599.65,448.45,590.83,0.0,7100077964.0,0.9417,151.2
BTC,2013-11-21,1,594.32,733.4,577.29,722.43,0.0,8684240726.0,0.9297,156.11
BTC,2013-11-22,1,724.07,780.85,668.13,771.44,0.0,9276681716.0,0.9165,112.72
BTC,2013-11-23,1,771.7,844.97,771.7,797.82,0.0,9597335799.0,0.3565,73.27
BTC,2013-11-24,1,795.63,807.36,722.87,774.25,0.0,9317034156.0,0.6081,84.49
BTC,2013-11-25,1,773.02,810.68,754.43,799.11,0.0,9619646225.0,0.7943,56.25
BTC,2013-11-26,1,805.73,928.54,800.8,928.1,0.0,11176110593.0,0.9966,127.74
BTC,2013-11-27,1,923.85,1001.96,891.68,1001.96,0.0,12069885699.0,1.0,110.28
BTC,2013-11-28,1,1003.38,1077.56,962.17,1031.95,0.0,12435823060.0,0.6047,115.39
BTC,2013-11-29,1,1042.01,1146.97,1000.64,1131.97,0.0,13646039846.0,0.8975,146.33
BTC,2013-11-30,1,1129.37,1156.14,1106.61,1129.43,0.0,13620389321.0,0.4607,49.53
BTC,2013-12-01,1,1128.92,1133.08,801.82,955.85,0.0,11531708948.0,0.465,331.26
BTC,2013-12-02,1,951.42,1055.42,938.41,1043.33,0.0,12591271606.0,0.8967,117.01
BTC,2013-12-03,1,1046.4,1096.0,1011.21,1078.28,0.0,13018451838.0,0.7909999999999999,84.79
BTC,2013-12-04,1,1077.58,1156.12,1070.16,1151.17,0.0,13903428351.0,0.9424,85.96
BTC,2013-12-05,1,1152.73,1154.36,897.11,1045.11,0.0,12626914509.0,0.5753,257.25
BTC,2013-12-06,1,1042.38,1042.38,829.45,829.45,0.0,10025645095.0,0.0,212.93
BTC,2013-12-07,1,835.32,854.64,640.22,698.23,0.0,8442962249.0,0.2705,214.42
BTC,2013-12-08,1,697.31,802.51,670.88,795.87,0.0,9627500113.0,0.9496,131.63
BTC,2013-12-09,1,793.8,921.93,780.9,893.19,0.0,10808715488.0,0.7962,141.03
BTC,2013-12-10,1,892.32,997.23,892.32,988.51,0.0,11966951486.0,0.9169,104.91
BTC,2013-12-11,1,989.07,1001.58,834.23,878.48,0.0,10638546534.0,0.2644,167.35
BTC,2013-12-12,1,882.78,901.94,844.95,873.26,0.0,10578889955.0,0.4968,56.99
BTC,2013-12-13,1,874.98,941.79,860.05,892.58,0.0,10816819988.0,0.39799999999999996,81.74
BTC,2013-12-14,1,899.85,904.65,858.36,872.6,0.0,10578987915.0,0.3076,46.29
BTC,2013-12-15,1,875.29,886.16,825.0,876.12,0.0,10625517651.0,0.8358,61.16
BTC,2013-12-16,1,880.33,882.25,668.25,705.97,0.0,8565534010.0,0.1763,214.0
BTC,2013-12-17,1,706.37,754.83,630.88,682.12,0.0,8279623719.0,0.4134,123.95
BTC,2013-12-18,1,678.2,679.32,420.51,522.7,0.0,6347159168.0,0.3948,258.81
BTC,2013-12-19,1,519.06,707.23,502.89,691.96,0.0,8406397153.0,0.9253,204.34
BTC,2013-12-20,1,694.22,729.16,595.33,625.32,0.0,7599576492.0,0.2241,133.83
BTC,2013-12-21,1,619.9,654.27,579.17,605.66,0.0,7363114611.0,0.3527,75.1
BTC,2013-12-22,1,601.78,666.74,585.64,617.18,0.0,7505757423.0,0.3889,81.1
BTC,2013-12-23,1,613.06,680.91,611.04,673.41,0.0,8192487202.0,0.8927,69.87
BTC,2013-12-24,1,672.36,684.39,645.71,665.58,0.0,8100042042.0,0.5137,38.68
BTC,2013-12-25,1,666.31,682.7,649.48,682.21,0.0,8305173374.0,0.9852,33.22
BTC,2013-12-26,1,683.94,777.75,683.94,761.98,0.0,9279735331.0,0.8319,93.81
BTC,2013-12-27,1,763.28,777.51,713.6,735.07,46862700.0,8955394564.0,0.3359,63.91
BTC,2013-12-28,1,737.98,747.06,705.35,727.83,32505800.0,8869918644.0,0.539,41.71
BTC,2013-12-29,1,728.05,748.61,714.44,745.05,19011300.0,9082103621.0,0.8958,34.17
BTC,2013-12-30,1,741.35,766.6,740.24,756.13,20707700.0,9217167990.0,0.6028,26.36
BTC,2013-12-31,1,760.32,760.58,738.17,754.01,20897300.0,9191325349.0,0.7068,22.41
BTC,2014-01-01,1,754.97,775.35,754.97,771.4,22489400.0,9403308145.0,0.8062,20.38
BTC,2014-01-02,1,773.44,820.31,767.21,802.39,38489500.0,9781073921.0,0.6625,53.1
BTC,2014-01-03,1,802.85,834.15,789.12,818.72,37810100.0,9980135396.0,0.6573,45.03
BTC,2014-01-04,1,823.27,859.51,801.67,859.51,38005000.0,10477362437.0,1.0,57.84
BTC,2014-01-05,1,858.55,952.4,854.52,933.53,72898496.0,11379660685.0,0.8072,97.88
BTC,2014-01-06,1,936.05,1017.12,905.71,953.29,85565696.0,11620533603.0,0.4271,111.41
BTC,2014-01-07,1,946.49,965.74,802.0,802.0,81311696.0,9808299600.0,0.0,163.74
BTC,2014-01-08,1,795.99,870.68,776.18,842.72,74175600.0,10310363180.0,0.7041,94.5
BTC,2014-01-09,1,841.47,864.36,804.14,846.86,59998600.0,10365397028.0,0.7094,60.22
BTC,2014-01-10,1,846.69,871.19,822.6,868.48,31876800.0,10634081648.0,0.9442,48.59
BTC,2014-01-11,1,867.32,921.48,861.72,913.95,44754200.0,11195636164.0,0.8740000000000001,59.76
BTC,2014-01-12,1,919.6,928.52,851.17,863.22,39623500.0,10578653198.0,0.1558,77.35
BTC,2014-01-13,1,860.19,861.29,806.05,841.2,45580900.0,10312375950.0,0.6363,55.24
BTC,2014-01-14,1,843.17,855.69,825.66,833.27,20829800.0,10218535832.0,0.2534,30.03
BTC,2014-01-15,1,833.12,872.81,830.86,860.9,28107200.0,10561305975.0,0.7161,41.95
BTC,2014-01-16,1,860.29,866.16,835.63,835.63,19149300.0,10255185612.0,0.0,30.53
BTC,2014-01-17,1,834.49,842.91,797.63,814.64,39031700.0,10000663202.0,0.3757,45.28
BTC,2014-01-18,1,816.07,841.49,816.07,840.0,18052700.0,10315662000.0,0.9414,25.42
BTC,2014-01-19,1,839.66,870.96,825.53,870.96,24365700.0,10699504086.0,1.0,45.43
BTC,2014-01-20,1,871.39,886.39,853.87,870.2,27652700.0,10694453430.0,0.5022,32.52
BTC,2014-01-21,1,869.65,881.2,855.93,863.91,18997300.0,10620283205.0,0.3158,25.27
BTC,2014-01-22,1,867.21,870.15,837.36,845.59,18453700.0,10399573174.0,0.251,32.79
BTC,2014-01-23,1,845.46,851.57,819.32,822.04,15607100.0,10113558120.0,0.0843,32.25
BTC,2014-01-24,1,822.43,822.43,783.58,797.07,34912000.0,9810138293.0,0.3472,38.85
BTC,2014-01-25,1,796.24,861.45,792.96,853.61,24303900.0,10509539619.0,0.8855,68.49
BTC,2014-01-26,1,853.68,897.02,844.86,885.28,32224300.0,10902798632.0,0.7749,52.16
BTC,2014-01-27,1,884.6,893.0,757.11,771.39,49233600.0,9503544085.0,0.1051,135.89
BTC,2014-01-28,1,774.02,832.5,766.98,812.51,44875500.0,10013251364.0,0.6949,65.52
BTC,2014-01-29,1,809.96,836.87,809.85,826.0,17984400.0,10182659550.0,0.5977,27.02
BTC,2014-01-30,1,826.02,830.5,799.06,819.03,29918200.0,10100339387.0,0.6352,31.44
BTC,2014-01-31,1,818.43,831.87,812.6,829.92,17107900.0,10238411820.0,0.8988,19.27
BTC,2014-02-01,1,828.61,853.52,827.11,832.58,19668700.0,10275202812.0,0.2071,26.41
BTC,2014-02-02,1,832.9,844.72,820.67,825.37,11300900.0,10190038654.0,0.1954,24.05
BTC,2014-02-03,1,824.08,826.48,807.22,823.83,13940100.0,10174774202.0,0.8624,19.26
